0.965252	18
0.927295	36
1.01914	53
1.01914	72
1.01914	89
1.01914	109
0.982794	125
0.982794	146
1.01914	166
1.01914	183
0.982794	201
1.01914	217
1.01914	234
0.965252	251
0.999459	268
0.982794	286
0.837981	302
1.10715	321
0.999459	338
0.982794	354
1.01914	373
1.01914	390
1.05165	407
1.08084	424
1.05165	441
1.01914	456
0.982794	475
1.05165	491
1.01914	508
1.05165	525
1.01914	541
1.05165	557
0.999459	576
0.965252	594
1.05165	611
0.999459	627
0.965252	646
1.05165	663
1.08084	681
1.05165	698
0.999459	715
1.05165	732
1.08084	748
0.999459	765
0.982794	784
0.965252	802
1.08084	819
1.01914	836
0.982794	853
1.01914	870
1.01914	887
1.01914	904
1.01914	921
0.982794	938
0.982794	954
1.01914	970
0.982794	989
1.01914	1006
1.01914	1021
0.982794	1038
0.942	1057
0.942	1073
0.982794	1088
0.844154	1105
0.785398	1121
1.19029	1140
1.20362	1157
0.982794	1172
0.785398	1190
0.927295	1208
1.0122	1225
1.0637	1242
0.86217	1259
0.851966	1276
0.982794	1293
0.909753	1310
0.927295	1329
0.927295	1346
0.851966	1364
0.909753	1381
0.982794	1398
0.851966	1415
0.982794	1431
0.982794	1450
1.03038	1466
1.07145	1482
1.03038	1501
1.03038	1518
1.03038	1535
1.03038	1552
1.10715	1568
1.10715	1584
1.14417	1600
1.03038	1621
1.10715	1638
0.909753	1654
1.0637	1671
1.00407	1689
0.785398	1705
1.00407	1722
0.896055	1739
0.982794	1755
0.96007	1772
0.909753	1788
1.00407	1807
1.04272	1824
1.00407	1841
0.674741	1858
1.30454	1875
0.942	1893
1.13417	1909
0.785398	1928
0.726642	1945
0.927295	1963
0.927295	1980
0.982794	1997
0.785398	2015
0.832981	2032
1.32582	2050
1.5708	2066
1.43824	2084
1.3734	2102
1.26791	2119
0.86217	2136
0.909753	2157
0.785398	2178
0.999459	2199
1.07685	2215
0.96007	2234
0.942	2251
1.00407	2266
0.896055	2285
0.96007	2303
1.13839	2320
1.04272	2337
1.1659	2354
1.03038	2369
1.03038	2390
1.10715	2411
0.528074	2427
1.19781	2448
0.999459	2465
0.942	2483
1.08084	2501
1.13417	2518
0.909753	2535
1.10715	2552
1.05165	2569
0.96007	2587
0.942	2604
1.05165	2621
0.982794	2638
0.896055	2655
1.05165	2672
0.942	2689
0.982794	2706
1.08084	2721
1.13839	2737
0.982794	2758
0.868539	2775
1.2315	2792
0.982794	2809
0.982794	2826
1.05165	2842
1.10715	2859
0.942	2874
0.885067	2891
0.982794	2911
0.982794	2927
1.21203	2946
1.04272	2963
1.13839	2981
0.785398	2998
1.05165	3015
1.04272	3032
0.896055	3047
0.982794	3066
0.909753	3083
1.00407	3101
1.04272	3118
1.10715	3135
1.07145	3152
0.909753	3168
1.07685	3184
1.00407	3203
0.851966	3220
1.00407	3238
1.10715	3254
1.03038	3270
1.13839	3286
1.10715	3303
0.661043	3319
0.785398	3337
1.05165	3354
1.05165	3371
1.00407	3388
1.04272	3403
0.96007	3422
1.00407	3439
1.04272	3457
1.04272	3475
1.14417	3492
1.00407	3509
1.07685	3524
0.844154	3540
0.674741	3559
1.13839	3576
0.844154	3594
1.03038	3611
1.07145	3629
0.982794	3646
1.22202	3664
1.22202	3681
1.0637	3696
1.22202	3716
0.942	3733
0.86217	3751
1.07685	3767
0.62025	3785
1.1659	3800
1.03038	3817
0.982794	3837
1.344	3854
1.0637	3871
1.14417	3887
0.982794	3903
1.14417	3923
1.14417	3938
1.0637	3955
1.03038	3974
1.03038	3992
0.982794	4010
1.10715	4027
1.10715	4044
1.10715	4061
1.10715	4079
1.03038	4095
1.0637	4111
0.982794	4130
1.03038	4147
1.10715	4165
1.10715	4182
1.14417	4199
1.14417	4215
1.0122	4234
0.785398	4251
1.31347	4269
1.20362	4286
0.165149	4303
0.62025	4322
1.22777	4339
1.20362	4354
1.10715	4371
0.950547	4389
1.14417	4411
1.14417	4428
0.982794	4445
1.10715	4461
1.14417	4476
1.0122	4496
1.03038	4513
1.10715	4530
1.07145	4546
1.14417	4564
0.982794	4582
1.0637	4599
1.0122	4616
1.14417	4631
1.24905	4650
0.86217	4666
0.876058	4682
1.10715	4701
1.03038	4718
0.982794	4735
1.10715	4752
1.14417	4769
1.0637	4784
1.0637	4800
1.07145	4820
1.07145	4838
1.10715	4855
1.03038	4870
0.982794	4887
1.14417	4906
1.10715	4924
1.0637	4941
1.14417	4958
1.03038	4975
1.0637	4991
1.03038	5009
1.14417	5025
1.10715	5041
0.982794	5061
1.14417	5078
1.10715	5095
1.10715	5112
1.10715	5129
1.10715	5145
1.10715	5163
1.14417	5180
1.10715	5198
1.10715	5214
1.0637	5229
1.0637	5246
0.982794	5265
0.982794	5283
1.10715	5300
1.10715	5317
1.0122	5334
1.0122	5350
0.785398	5369
1.27934	5386
1.0122	5404
0.927295	5420
1.07145	5440
1.14417	5457
1.0122	5475
1.10715	5493
1.20362	5509
1.10715	5529
0.982794	5544
1.07145	5565
1.0122	5586
1.14417	5602
1.19029	5621
0.982794	5638
0.876058	5656
1.20362	5675
1.03038	5692
1.0637	5712
1.10715	5731
1.10715	5748
1.176	5765
1.0637	5783
0.982794	5800
1.14417	5817
1.10715	5833
1.0637	5850
1.07145	5867
1.03038	5884
1.10715	5901
1.0637	5919
1.0637	5936
1.14417	5952
1.10715	5968
1.10715	5987
1.176	6004
1.10715	6021
1.10715	6038
1.10715	6055
1.10715	6070
0.86217	6086
0.785398	6107
1.33705	6124
0.463648	6141
0.321751	6158
1.07145	6175
1.26791	6191
1.22777	6209
0.785398	6226
0.785398	6244
1.10715	6261
1.176	6278
1.14417	6295
1.14417	6312
1.10715	6329
1.0637	6346
0.927295	6364
1.10715	6381
1.176	6396
0.982794	6415
0.694738	6432
0.927295	6450
1.29985	6467
1.22777	6487
0.876058	6507
0.785398	6524
1.20362	6543
1.03038	6561
0.927295	6578
1.03038	6597
1.14417	6614
1.10715	6634
1.14417	6654
1.0637	6675
1.10715	6691
1.14417	6711
1.0637	6728
1.0637	6745
1.176	6761
1.176	6776
0.982794	6793
1.0637	6809
1.03038	6829
