1056	-144	20
1056	-32	40
1312	-144	59
1344	16	80
1424	-48	102
1520	-48	123
1632	48	144
1680	32	165
1680	64	185
1712	112	205
1696	176	223
1648	96	244
1536	192	265
1504	160	283
1424	208	301
1216	224	323
1136	240	343
1056	176	363
976	272	383
912	208	404
832	256	425
816	208	446
816	224	467
832	224	486
848	224	508
960	208	526
1024	224	544
1104	176	565
1200	208	584
1296	192	606
1456	160	627
1520	112	649
1568	144	670
1680	96	690
1696	96	710
1696	0	730
1664	64	751
1568	0	772
1520	-32	790
1440	-64	811
1376	-80	832
1280	-48	851
1088	-160	872
1024	-112	895
944	-80	916
864	-144	937
848	-96	958
848	-160	979
864	-160	997
864	-80	1018
976	-112	1039
1024	-96	1060
1104	-144	1081
1280	-96	1102
1360	-48	1120
1424	-16	1138
1504	-32	1159
1568	32	1180
1632	96	1200
1664	48	1218
1648	96	1240
1648	128	1261
1552	160	1282
1488	144	1302
1424	192	1323
1344	176	1344
1168	208	1365
1104	192	1384
992	224	1403
976	192	1421
912	240	1440
848	224	1462
832	256	1483
848	176	1504
864	240	1526
944	192	1547
1008	240	1567
1072	160	1587
1120	224	1607
1312	160	1625
1392	192	1643
1472	112	1662
1504	144	1683
1568	96	1704
1632	80	1725
1632	32	1746
1632	48	1766
1600	16	1786
1504	-48	1805
1440	-16	1825
1360	-64	1843
1280	-80	1862
1184	-48	1883
1152	-128	1905
992	-112	1926
960	-128	1947
896	-112	1967
880	-112	1988
880	-144	2009
880	-112	2030
912	-128	2051
1008	-48	2069
1088	-144	2089
1152	-64	2107
1216	-48	2128
1312	-80	2147
1360	-16	2169
1504	32	2190
1552	0	2211
1584	48	2230
1600	80	2253
1600	144	2273
1568	80	2291
1536	144	2313
1504	144	2334
1344	192	2354
1264	176	2373
1200	208	2392
1120	208	2412
1056	176	2432
944	208	2452
896	240	2472
864	192	2490
848	208	2510
864	192	2528
864	224	2548
944	176	2569
992	208	2590
1040	192	2610
1184	208	2630
1264	144	2649
1344	176	2668
1392	128	2689
1520	112	2710
1552	96	2731
1584	80	2752
1584	48	2771
1568	32	2793
1536	0	2814
1488	-16	2835
1424	-32	2856
1296	-64	2874
1232	-80	2892
1152	-80	2911
1088	-112	2931
1024	-96	2954
928	-128	2975
896	-128	2995
880	-128	3015
896	-128	3036
912	-96	3057
960	-128	3078
1008	-80	3096
1056	-112	3117
1184	-48	3138
1264	-64	3156
1328	-16	3173
1392	-32	3192
1456	16	3209
1504	16	3228
1568	80	3249
1568	48	3270
1552	96	3291
1552	112	3311
1456	160	3329
1408	128	3349
1360	192	3367
1280	160	3388
1200	176	3409
1088	192	3430
1008	224	3451
960	176	3471
