1200	16	20
1328	-208	40
1472	-96	61
1552	16	82
1600	16	100
1680	16	118
1696	112	136
1728	16	157
1712	96	179
1664	176	197
1616	96	215
1552	192	236
1456	208	257
1296	208	278
1232	160	299
1104	240	320
1008	256	341
880	224	361
848	288	381
832	208	400
816	224	421
832	192	442
864	192	463
928	256	484
976	224	503
1136	256	522
1232	176	542
1312	160	563
1392	192	584
1504	128	605
1632	112	626
1632	96	645
1680	96	664
1728	32	683
1712	64	700
1664	16	718
1552	0	739
1488	-32	760
1424	-96	779
1328	-32	800
1248	-112	820
1072	-96	843
1008	-144	865
944	-96	885
880	-112	905
848	-160	925
832	-144	946
848	-128	967
944	-80	985
992	-144	1007
1056	-80	1028
1136	-112	1050
1296	-48	1071
1392	-48	1091
1456	0	1111
1536	-32	1132
1616	16	1153
1680	80	1172
1664	80	1191
1664	96	1212
1632	112	1234
1552	160	1255
1488	144	1276
1408	192	1295
1232	160	1318
1152	208	1339
1072	192	1360
1008	224	1381
896	192	1402
848	256	1422
848	192	1440
832	240	1461
864	208	1482
912	224	1503
960	192	1525
1024	224	1546
1168	192	1567
1248	144	1587
1328	208	1607
1408	144	1628
1536	160	1648
1584	80	1667
1632	112	1689
1632	48	1710
1632	16	1731
1600	0	1753
1552	16	1772
1488	-48	1794
1360	-80	1814
1280	-80	1835
1184	-96	1853
1120	-112	1871
1040	-96	1890
944	-112	1911
896	-144	1930
864	-128	1953
864	-144	1974
896	-112	1994
928	-144	2015
960	-112	2036
1040	-112	2057
1152	-80	2078
1248	-48	2096
1328	-48	2118
1392	-32	2139
1536	0	2160
1568	32	2181
1600	32	2202
1616	96	2223
1616	112	2244
1568	144	2267
1536	96	2286
1472	144	2306
1328	192	2325
1264	192	2344
1184	176	2362
1104	240	2383
1040	160	2404
928	192	2425
880	224	2444
848	224	2463
848	208	2481
848	240	2501
912	208	2520
944	224	2541
992	176	2562
1056	208	2583
1200	192	2605
1296	160	2626
1360	160	2646
1424	144	2666
1536	112	2687
1568	80	2706
1584	80	2725
1600	48	2746
1568	16	2767
1520	0	2788
1472	-16	2809
1424	-48	2828
1280	-64	2849
1200	-80	2867
1136	-96	2886
1072	-112	2904
1008	-112	2922
960	-128	2941
928	-128	2961
880	-128	2984
880	-128	3005
896	-128	3025
960	-96	3046
1008	-112	3073
1072	-96	3094
1136	-80	3112
1200	-64	3134
1344	-48	3153
1408	-16	3171
1472	0	3192
1520	16	3213
1568	48	3234
1584	80	3255
1568	96	3276
1536	128	3296
1504	144	3315
1392	160	3336
1328	160	3357
1264	192	3378
1120	192	3399
1056	192	3419
1008	208	3441
944	208	3462
880	224	3483
864	224	3503
864	208	3523
880	208	3541
912	192	3563
1008	192	3584
1056	192	3606
1104	176	3627
1248	144	3645
1312	176	3663
1392	128	3682
1440	128	3702
1504	112	3720
1520	96	3741
1568	48	3764
1552	48	3784
1536	16	3805
1456	-16	3826
1408	-32	3847
1344	-48	3867
1264	-64	3887
1136	-96	3907
1072	-96	3925
1024	-112	3944
976	-112	3963
944	-128	3983
912	-112	4005
896	-128	4026
912	-112	4046
912	-112	4066
1024	-112	4085
1072	-80	4104
1136	-80	4122
1184	-48	4141
1264	-64	4162
1328	-32	4183
1440	0	4204
1472	32	4225
1504	32	4242
1536	64	4261
1536	96	4280
1504	112	4301
1488	112	4319
1440	144	4341
1376	144	4362
1248	160	4384
1184	176	4405
1120	192	4426
1056	208	4447
960	192	4468
928	208	4489
896	192	4513
880	208	4534
896	192	4555
928	208	4576
944	192	4597
1056	192	4619
1104	176	4640
1168	176	4661
1296	144	4682
1360	128	4703
1408	128	4722
1456	112	4741
1504	96	4762
1520	48	4783
1520	32	4804
1504	16	4825
1424	0	4844
1376	-16	4867
1328	-48	4888
1264	-64	4908
1152	-80	4928
1088	-96	4948
1024	-96	4968
992	-112	4987
960	-112	5008
912	-112	5029
912	-112	5049
912	-112	5071
976	-112	5091
1024	-80	5111
1088	-80	5131
1120	-80	5152
1248	-48	5173
1312	-32	5191
1360	0	5210
1408	0	5229
1440	16	5248
1504	64	5269
1504	80	5290
1488	96	5311
1472	112	5331
