0.34195	26
0.326581	51
0.317056	78
0.312042	105
0.321751	135
0.331554	162
0.336675	189
0.336675	216
0.312042	243
0.312042	269
0.307397	296
0.321751	323
0.34195	349
0.317056	375
0.358771	402
0.336675	429
0.347386	456
0.34195	483
0.837981	510
1.0637	536
1.82335	562
1.07685	587
1.80378	615
1.73594	642
1.66805	669
1.58679	696
1.60204	722
1.59423	748
1.57861	774
1.55517	801
1.5006	828
1.47732	858
1.47732	885
1.46107	911
1.43439	937
1.39755	963
1.33296	990
1.25518	1017
1.19029	1044
1.05525	1070
0.933248	1097
1.36775	1123
1.22615	1149
1.30095	1176
1.41042	1203
1.46987	1232
1.45481	1259
1.52205	1286
1.51616	1313
1.53175	1340
1.57861	1367
1.57861	1394
1.61764	1421
1.63321	1447
1.68635	1473
1.67146	1500
1.72154	1527
1.80003	1554
1.8314	1581
1.88442	1607
2.13753	1633
2.0724	1660
2.03444	1689
1.81577	1716
1.81191	1743
1.77384	1770
1.65848	1796
1.67617	1822
1.61994	1848
1.58642	1875
1.5708	1902
1.56298	1928
1.5006	1956
1.5006	1982
1.48232	2008
1.44644	2034
1.38987	2061
1.3897	2088
1.3078	2115
1.26918	2141
1.26629	2167
1.11934	2192
1.24905	2218
1.33971	2247
1.42295	2274
1.40058	2301
1.42124	2327
1.51821	2353
1.44644	2379
1.48967	2406
1.56298	2432
1.53175	2459
1.53175	2486
1.62543	2511
1.63371	2538
1.6216	2565
1.68488	2592
1.63965	2619
1.71681	2646
1.73329	2673
1.9513	2699
1.88442	2725
2.02357	2752
1.84571	2779
1.92702	2805
1.78946	2832
1.80817	2858
1.53423	2884
1.68145	2911
1.59909	2938
1.5708	2965
1.60204	2992
1.55517	3018
1.55517	3044
1.51616	3069
1.49834	3096
1.44989	3123
1.42247	3150
1.36847	3177
1.36082	3203
1.27761	3229
1.24175	3255
1.19029	3282
1.23292	3309
1.28902	3340
1.37758	3367
1.4029	3394
1.43727	3421
1.47804	3448
1.51317	3475
1.49885	3502
1.5468	3529
1.5708	3555
1.53956	3582
1.62543	3608
1.61244	3635
1.60587	3662
1.66331	3689
1.69515	3715
1.73117	3742
1.82387	3768
1.76442	3794
1.86439	3821
1.87784	3848
1.82695	3875
1.90474	3901
1.739	3927
1.77679	3953
1.66146	3979
1.67791	4006
1.63013	4034
1.61463	4060
1.57899	4087
1.5544	4112
1.51395	4138
1.50637	4165
1.47022	4192
1.45481	4218
1.42247	4244
1.4077	4269
1.3704	4296
1.32121	4323
1.30095	4350
1.17774	4377
1.30243	4404
1.35213	4430
1.40565	4456
1.42191	4482
1.42264	4509
1.48765	4536
1.48934	4563
1.52321	4589
1.53662	4615
1.5708	4641
1.58746	4667
1.59558	4694
1.65098	4721
1.62126	4748
1.66831	4774
1.68867	4800
1.6879	4827
1.75823	4853
1.739	4880
1.89892	4907
1.90643	4934
1.74674	4960
1.81577	4986
1.73015	5015
1.74057	5042
1.64296	5069
1.7005	5096
1.64757	5122
1.57972	5148
1.57957	5174
1.53748	5201
1.50253	5228
1.46014	5255
1.47013	5282
1.42247	5308
1.44644	5335
1.40315	5361
1.38948	5388
1.39942	5415
1.27373	5441
1.32582	5468
1.41978	5494
1.3654	5520
1.40006	5547
1.47732	5574
1.46859	5601
1.49949	5628
1.52915	5654
1.54223	5684
1.5708	5629
1.51867	5655
1.60618	5682
1.54328	5708
1.61038	5733
1.60171	5760
1.65493	5787
1.673	5814
1.77982	5840
1.73869	5870
1.76819	5897
1.8603	5924
1.87973	5951
1.83013	5978
1.67753	6005
1.80817	6031
1.71836	6057
1.59548	6084
1.62451	6111
1.60204	6138
1.52276	6165
1.52658	6191
1.53343	6217
1.49402	6242
